"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-10-18","5.82",",,W"," 1603",",,W","0.00",",,W",,,"70",",,W","40",",,W","  190",",,W","  170",",,W","10.1",",,W","15.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-10-19","10.51",",,W"," 1353",",,W","0.00",",,W",,,"69",",,W","45",",,W","  220",",,W","  210",",,W","18.1",",,W","25.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-10-20","4.70",",,W"," 0022",",,W","0.00",",,W",,,"72",",,W","51",",,W","  240",",,W","  230",",,W","8.9",",,W","13.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-10-21","5.37",",,W"," 1138",",,W","0.00",",,W",,,"75",",,W","46",",,W","  190",",,W","  200",",,W","12.1",",,W","14.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-10-22","6.04",",,W"," 1309",",,W","0.00",",,W",,,"77",",,W","51",",,W","  150",",,W","  130",",,W","12.1",",,W","19.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-10-23","9.40",",,W"," 1221",",,W","1.15",",,W",,,"67",",,W","54",",,W","  130",",,W","  160",",,W","19.9",",,W","33.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-10-24","10.74",",,W"," 1058",",,W","0.01",",,W",,,"60",",,W","44",",,W","  220",",,W","  220",",,W","23.0",",,W","32.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-10-25","8.50",",,W"," 1151",",,W","0.02",",,W",,,"45",",,W","39",",,W","  220",",,W","  220",",,W","16.1",",,W","21.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-10-26","5.82",",,W"," 1210",",,W","0.00",",,W",,,"52",",,W","37",",,W","  280",",,W","  270",",,W","10.1",",,W","17.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-10-27","9.40",",,W"," 1258",",,W","0.00",",,W",,,"71",",,W","35",",,W","  210",",,W","  190",",,W","18.1",",,W","27.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-10-28","6.04",",,W"," 1318",",,W","0.54",",,W",,,"57",",,W","37",",,W","  280",",,W","  300",",,W","17.0",",,W","25.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-10-29","8.05",",,W"," 2301",",,W","0.68",",,W",,,"42",",,W","37",",,W","  330",",,W","  290",",,W","18.1",",,W","30.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-10-30","15.88",",,W"," 1102",",,W","0.00","T,,W",,,"49",",,W","37",",,W","  230",",,W","  210",",,W","23.9",",,W","40.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-10-31","9.17",",,W"," 1046",",,W","0.00",",,W",,,"46",",,W","33",",,W","  260",",,W","  280",",,W","23.0",",,W","38.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-11-01","2.91",",,W"," 0936",",,W","0.14",",,W",,,"51",",,W","33",",,W","  100",",,W","   90",",,W","8.1",",,W","11.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-11-02","8.95",",,W"," 0953",",,W","0.04",",,W",,,"66",",,W","51",",,W","  170",",,W","  220",",,W","16.1",",,W","23.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-11-03","8.95",",,W"," 1342",",,W","0.02",",,W",,,"63",",,W","42",",,W","  340",",,W","  350",",,W","16.1",",,W","25.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-11-04","8.05",",,W"," 1616",",,W","0.00","T,,W",,,"62",",,W","37",",,W","  150",",,W","  140",",,W","15.0",",,W","21.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-11-05","7.16",",,W"," 2255",",,W","1.09",",,W",,,"69",",,W","51",",,W","  260",",,W","  260",",,W","15.0",",,W","21.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-11-06","9.40",",,W"," 0904",",,W","1.06",",,W",,,"59",",,W","37",",,W","  330",",,W","  320",",,W","21.9",",,W","33.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-11-07","4.92",",,W"," 1727",",,W","0.24",",,W",,,"39",",,W","35",",,W","  360",",,W","  360",",,W","13.0",",,W","21.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-11-08","3.80",",,W"," 0851",",,W","0.00",",,W",,,"48",",,W","31",",,W","  100",",,W","   20",",,W","8.1",",,W","13.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-11-09","7.16",",,W"," 2304",",,W","0.00",",,W",,,"52",",,W","31",",,W","  320",",,W","  320",",,W","16.1",",,W","29.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-11-10","11.63",",,W"," 0045",",,W","0.00","T,,W",,,"43",",,W","20",",,W","  340",",,W","  320",",,W","21.0",",,W","35.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-11-11","5.59",",,W"," 0935",",,W","0.00",",,W",,,"38",",,W","17",",,W","   80",",,W","   90",",,W","14.1",",,W","18.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-11-12","2.91",",,W"," 1702",",,W","0.00","T,,W",,,"48",",,W","28",",,W","  140",",,W","   10",",,W","8.1",",,W","8.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-11-13","5.14",",,W"," 2032",",,W","0.05",",,W",,,"44",",,W","37",",,W","  340",",,W","   10",",,W","13.0",",,W","19.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-11-14","3.80",",,W"," 0247",",,W","0.00",",,W",,,"45",",,W","33",",,W","  330",",,W","  320",",,W","8.1",",,W","11.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-11-15","7.61",",,W"," 2315",",,W","0.04",",,W",,,"48",",,W","30",",,W","  200",",,W","  200",",,W","16.1",",,W","23.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-11-16","12.30",",,W"," 0958",",,W","0.02",",,W",,,"47",",,W","37",",,W","  270",",,W","  280",",,W","23.9",",,W","33.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-11-17","4.92",",,W"," 0145",",,W","0.00",",,W",,,"43",",,W","32",",,W","  150",",,W","  300",",,W","10.1",",,W","16.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-11-18","8.28",",,W"," 2312",",,W","1.19",",,W",,,"59",",,W","32",",,W","  200",",,W","  190",",,W","21.9",",,W","30.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-11-19","12.97",",,W"," 0031",",,W","0.18",",,W",,,"59",",,W","32",",,W","  230",",,W","  300",",,W","30.0",",,W","46.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-11-20","11.63",",,W"," 0147",",,W","0.00",",,W",,,"43",",,W","28",",,W","  290",",,W","  280",",,W","21.0",",,W","34.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-11-21","12.08",",,W"," 0947",",,W","0.00",",,W",,,"56",",,W","35",",,W","  210",",,W","  210",",,W","28.0",",,W","40.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-11-22","8.05",",,W"," 0313",",,W","0.11",",,W",,,"49",",,W","28",",,W","  330",",,W","  330",",,W","18.1",",,W","30.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-11-23","4.70",",,W"," 1355",",,W","0.00",",,W",,,"39",",,W","23",",,W","  190",",,W","  270",",,W","8.9",",,W","13.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-11-24","8.95",",,W"," 1413",",,W","0.00",",,W",,,"53",",,W","28",",,W","  200",",,W","  180",",,W","14.1",",,W","19.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-11-25","10.51",",,W"," 1729",",,W","0.00",",,W",,,"56",",,W","45",",,W","  250",",,W","  290",",,W","19.9",",,W","31.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-11-26","8.95",",,W"," 0306",",,W","0.00",",,W",,,"45",",,W","35",",,W","  330",",,W","  310",",,W","19.9",",,W","28.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-11-27","7.83",",,W"," 1149",",,W","0.00",",,W",,,"52",",,W","32",",,W","  260",",,W","  200",",,W","13.0",",,W","19.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-11-28","9.84",",,W"," 1257",",,W","0.00",",,W",,,"64",",,W","38",",,W","  200",",,W","  200",",,W","17.0",",,W","28.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-11-29","8.28",",,W"," 0347",",,W","0.00",",,W",,,"56",",,W","40",",,W","  240",",,W","  230",",,W","16.1",",,W","23.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-11-30","9.17",",,W"," 1612",",,W","0.10",",,W",,,"62",",,W","34",",,W","  250",",,W","  260",",,W","23.0",",,W","31.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-12-01","4.03",",,W"," 0029",",,W","0.00",",,W",,,"47",",,W","33",",,W","  130",",,W","  300",",,W","8.9",",,W","14.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-12-02","2.91",",,W"," 1608",",,W","0.00",",,W",,,"45",",,W","29",",,W","  140",",,W","  140",",,W","10.1",",,W","14.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-12-03","5.14",",,W"," 1457",",,W","0.00",",,W",,,"53",",,W","28",",,W","  270",",,W","  270",",,W","12.1",",,W","16.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-12-04","7.83",",,W"," 1321",",,W","0.00",",,W",,,"58",",,W","33",",,W","  170",",,W","  170",",,W","16.1",",,W","23.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-12-05","12.08",",,W"," 1801",",,W","0.40",",,W",,,"53",",,W","31",",,W","  260",",,W","  270",",,W","23.9",",,W","36.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-12-06","12.53",",,W"," 1205",",,W","0.00",",,W",,,"43",",,W","28",",,W","  220",",,W","  220",",,W","21.9",",,W","32.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-12-07","10.96",",,W"," 1644",",,W","0.00","T,,W",,,"37",",,W","26",",,W","  260",",,W","  270",",,W","21.9",",,W","34.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-12-08","8.05",",,W"," 1028",",,W","0.00",",,W",,,"27",",,W","1",",S,W","  210",",,W","  220",",,W","15.0",",,W","19.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-12-09","6.49",",,W"," 2103",",,W","0.00",",,W",,,"35",",,W","22",",,W","  260",",,W","  260",",,W","18.1",",,W","25.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-12-10","12.75",",,W"," 1125",",,W","0.00","T,,W",,,"32",",,W","26",",,W","  250",",,W","  230",",,W","23.0",",,W","32.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-12-11","7.16",",,W"," 0052",",,W","0.00",",,W",,,"37",",,W","30",",,W","  220",",,W","  230",",,W","15.0",",,W","21.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-12-12","12.75",",,W"," 1645",",,W","0.00","T,,W",,,"41",",,W","13",",,W","  330",",,W","  310",",,W","21.9",",,W","36.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-12-13","11.63",",,W"," 0052",",,W","0.00","T,,W",,,"24",",,W","12",",,W","  250",",,W","  280",",,W","18.1",",,W","29.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-12-14","7.61",",,W"," 1832",",,W","0.02",",,W",,,"31",",,W","20",",,W","  360",",,W","  360",",,W","115.0",",,W","115.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-12-15","8.50",",,W"," 2255",",,W","0.00","T,,W",,,"26",",,W","16",",,W","  260",",,W","  270",",,W","19.9",",,W","31.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-12-16","10.74",",,W"," 1131",",,W","0.02",",,W",,,"40",",,W","26",",,W","  220",",,W","  210",",,W","19.9",",,W","27.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-12-17","6.71",",,W"," 0336",",,W","0.09",",,W",,,"39",",,W","30",",,W","  190",",,W","  200",",,W","12.1",",,W","15.0",",,W","    1",",,W",,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-12-18","9.62",",,W"," 1452",",,W","0.01",",,W",,,"42",",,W","35",",,W","  240",",,W","  220",",,W","16.1",",,W","23.9",",,W","    1",",,W",,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-12-19","14.32",",,W"," 1159",",,W","0.01",",,W",,,"52",",,W","42",",,W","  240",",,W","  230",",,W","23.9",",,W","35.1",",,W","    1",",,W",,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-12-20","6.71",",,W"," 0121",",,W","0.00",",,W",,,"42",",,W","27",",,W","  330",",,W","  260",",,W","14.1",",,W","21.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-12-21","4.25",",,W"," 0849",",,W","0.00",",,W",,,"41",",,W","25",",,W","   80",",,W","   70",",,W","12.1",",,W","15.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-12-22","8.95",",,W"," 0955",",,W","0.02",",,W",,,"54",",,W","39",",,W","  210",",,W","  200",",,W","19.9",",,W","28.0",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-12-23","8.28",",,W"," 1407",",,W","0.75",",,W",,,"51",",,W","32",",,W","  330",",,W","  330",",,W","23.0",",,W","36.9",",,W","    1",",,W",,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-12-24","7.38",",,W"," 2208",",,W","0.01",",,W",,,"38",",,W","29",",,W","  220",",,W","  220",",,W","21.9",",,W","32.0",",,W","    1",",,W",,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-12-25","18.12",",,W"," 0919",",,W","0.01",",,W",,,"33",",,W","17",",,W","  260",",,W","  260",",,W","32.0",",,W","50.1",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-12-26","9.62",",,W"," 0939",",,W","0.00","T,,W",,,"20",",,W","13",",,W","  260",",,W","  260",",,W","18.1",",,W","25.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-12-27","6.71",",,W"," 1518",",,W","0.00","T,,W",,,"15",",,W","5",",,W","  320",",,W","  320",",,W","14.1",",,W","21.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-12-28","3.36",",,W"," 0130",",,W","0.00",",,W",,,"14",",,W","1",",,W","  280",",,W","  280",",,W","8.9",",,W","14.1",",,W",,,,,,,,,"    1",",,W"
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-12-29","6.26",",,W"," 1500",",,W","0.00","T,,W",,,"18",",,W","10",",,W","  250",",,W","  270",",,W","16.1",",,W","23.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-12-30","8.72",",,W"," 1402",",,W","0.00","T,,W",,,"18",",,W","7",",,W","  260",",,W","  270",",,W","18.1",",,W","25.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-12-31","5.14",",,W"," 0306",",,W","0.00","T,,W",,,"13",",,W","1",",,W","  220",",,W","  290",",,W","8.9",",,W","15.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2018-01-01","9.62",",,W"," 1611",",,W","0.00","T,,W",,,"11",",,W","2",",,W","  270",",,W","  280",",,W","19.9",",,W","28.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2018-01-02","10.74",",,W"," 1124",",,W","0.00","T,,W",,,"12",",,W","5",",,W","  220",",,W","  210",",,W","18.1",",,W","28.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2018-01-03","7.83",",,W"," 1514",",,W","0.00",",,W",,,"23",",,W","2",",,W","  170",",,W","  180",",,W","14.1",",,W","19.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2018-01-04","11.18",",,W"," 0937",",,W","0.00","T,,W",,,"17",",,W","3",",,W","  330",",,W","  310",",,W","21.9",",,W","35.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2018-01-05","12.30",",,W"," 1521",",,W","0.00",",,W",,,"9",",,W","-3",",,W","  280",",,W","  320",",,W","21.0",",,W","32.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2018-01-06","8.28",",,W"," 1305",",,W","0.00",",,W",,,"11",",,W","-1",",,W","  330",",,W","  330",",,W","18.1",",,W","30.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2018-01-07","7.61",",,W"," 1854",",,W","0.00",",,W",,,"27",",,W","-5",",,W","  180",",,W","  170",",,W","15.0",",,W","21.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2018-01-08","12.97",",,W"," 0747",",,W","0.18",",,W",,,"34",",,W","27",",,W","  200",",,W","  200",",,W","21.0",",,W","30.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2018-01-09","7.38",",,W"," 0049",",,W","0.00",",,W",,,"36",",,W","28",",,W","  230",",,W","  230",",,W","16.1",",,W","21.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2018-01-10","6.04",",,W"," 1608",",,W","0.00",",,W",,,"48",",,W","24",",,W","  150",",,W","  170",",,W","12.1",",,W","21.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2018-01-11","8.95",",,W"," 1632",",,W","0.26",",,W",,,"65",",,W","40",",,W","  180",",,W","  170",",,W","17.0",",,W","28.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2018-01-12","10.74",",,W"," 1532",",,W","2.19",",,W",,,"63",",,W","24",",,W","  340",",,W","  330",",,W","25.1",",,W","40.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2018-01-13","11.86",",,W"," 0221",",,W","0.00","T,,W",,,"24",",,W","9",",,W","  340",",,W","  320",",,W","23.9",",,W","44.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2018-01-14","4.25",",,W"," 0048",",,W","0.00",",,W",,,"16",",,W","4",",,W","  100",",,W","  340",",,W","12.1",",,W","17.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2018-01-15","6.26",",,W"," 1256",",,W","0.00","T,,W",,,"26",",,W","8",",,W","  150",",,W","  170",",,W","14.1",",,W","21.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2018-01-16","5.82",",,W"," 1829",",,W","0.00","T,,W",,,"28",",,W","10",",,W","  280",",,W","  270",",,W","13.0",",,W","19.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2018-01-17","7.61",",,W"," 2311",",,W","0.00","T,,W",,,"15",",,W","2",",,W","  200",",,W","  200",",,W","13.0",",,W","19.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2018-01-18","13.20",",,W"," 1321",",,W","0.00",",,W",,,"26",",,W","5",",,W","  220",",,W","  230",",,W","23.0",",,W","30.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2018-01-19","12.30",",,W"," 0118",",,W","0.00",",,W",,,"38",",,W","20",",,W","  200",",,W","  200",",,W","19.9",",,W","27.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2018-01-20","12.75",",,W"," 1046",",,W","0.00",",,W",,,"45",",,W","32",",,W","  220",",,W","  210",",,W","23.9",",,W","32.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2018-01-21","8.05",",,W"," 1422",",,W","0.01",",,W",,,"49",",,W","39",",,W","  190",",,W","  180",",,W","15.0",",,W","19.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2018-01-22","7.83",",,W"," 2203",",,W","0.05",",,W",,,"63",",,W","45",",,W","  160",",,W","  160",",,W","15.0",",,W","27.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2018-01-23","15.66",",,W"," 0240",",,W","0.14",",,W",,,"57",",,W","35",",,W","  250",",,W","  240",",,W","35.1",",,W","50.1",",,W",,,,,,,,,,
